	Train_Accuracy	Test_Accuracy	AUC
0	-1	-1	0.8944773175542406
1	-1	-1	0.9418145956607494
2	-1	-1	0.8717948717948719
3	-1	-1	0.9149797570850203
4	-1	-1	0.918145956607495
5	-1	-1	0.9284210526315789
6	-1	-1	0.9557894736842106
7	-1	-1	0.8957894736842106
8	-1	-1	0.968421052631579
9	-1	-1	0.888421052631579
10	-1	-1	0.9615384615384615
11	-1	-1	0.9546351084812623
12	-1	-1	0.9388560157790928
13	-1	-1	0.9585020242914979
14	-1	-1	0.8648915187376727
15	-1	-1	0.9410526315789474
16	-1	-1	0.8936842105263159
17	-1	-1	0.866315789473684
18	-1	-1	0.9389473684210526
19	-1	-1	0.8336842105263158
20	-1	-1	0.8994082840236687
21	-1	-1	0.8875739644970415
22	-1	-1	0.9497041420118344
23	-1	-1	0.928007889546351
24	-1	-1	0.9827935222672065
25	-1	-1	0.9042105263157896
26	-1	-1	0.828421052631579
27	-1	-1	0.9536842105263158
28	-1	-1	0.8810526315789473
29	-1	-1	0.8936842105263157
30	-1	-1	0.8767258382642998
31	-1	-1	0.8816568047337278
32	-1	-1	0.942800788954635
33	-1	-1	0.9352226720647774
34	-1	-1	0.9299802761341223
35	-1	-1	0.9505263157894737
36	-1	-1	0.8494736842105263
37	-1	-1	0.9557894736842105
38	-1	-1	0.9378947368421053
39	-1	-1	0.8673684210526316
40	-1	-1	0.9644970414201184
41	-1	-1	0.9408284023668639
42	-1	-1	0.932938856015779
43	-1	-1	0.9412955465587045
44	-1	-1	0.9556213017751479
45	-1	-1	0.9389473684210526
46	-1	-1	0.9289473684210527
47	-1	-1	0.9726315789473684
48	-1	-1	0.9673684210526317
49	-1	-1	0.9157894736842106
50	-1	-1	0.8747534516765286
51	-1	-1	0.980276134122288
52	-1	-1	0.814595660749507
53	-1	-1	0.8954635108481263
54	-1	-1	0.7995951417004048
55	-1	-1	0.9221052631578948
56	-1	-1	0.9200000000000002
57	-1	-1	0.8863157894736842
58	-1	-1	0.9473684210526315
59	-1	-1	0.9094736842105262
60	-1	-1	0.8974358974358975
61	-1	-1	0.913214990138067
62	-1	-1	0.9723865877712031
63	-1	-1	0.9664694280078896
64	-1	-1	0.8846153846153847
65	-1	-1	0.9073684210526316
66	-1	-1	0.9294736842105263
67	-1	-1	0.9336842105263158
68	-1	-1	0.9757894736842105
69	-1	-1	0.9789473684210527
70	-1	-1	0.928007889546351
71	-1	-1	0.9368836291913215
72	-1	-1	0.9615384615384616
73	-1	-1	0.9149797570850204
74	-1	-1	0.8767258382642998
75	-1	-1	0.8747368421052631
76	-1	-1	0.9442105263157894
77	-1	-1	0.8621052631578947
78	-1	-1	0.8178947368421053
79	-1	-1	0.8568421052631578
80	-1	-1	0.8925049309664694
81	-1	-1	0.945759368836292
82	-1	-1	0.9615384615384616
83	-1	-1	0.9408284023668639
84	-1	-1	0.9119433198380568
85	-1	-1	0.9547368421052631
86	-1	-1	0.9357894736842105
87	-1	-1	0.9231578947368421
88	-1	-1	0.983157894736842
89	-1	-1	0.8947368421052633
90	-1	-1	0.9270216962524656
91	-1	-1	0.8954635108481263
92	-1	-1	0.9467455621301775
93	-1	-1	0.9129554655870444
94	-1	-1	0.9102564102564102
95	-1	-1	0.9715789473684211
96	-1	-1	0.9410526315789474
97	-1	-1	0.9442105263157895
98	-1	-1	0.9210526315789473
99	-1	-1	0.9526315789473685
100	-1	-1	0.9497041420118342
