Gene_Name	Interactions
NPY	"['NPY4R', 'NPY1R', 'NPY5R', 'NPY2R']"
NQO1	['ODC1']
NQO2	['NQO2']
NR1D1	"['NCOR1', 'HDAC3']"
NR1H2	['NRIP1']
NR1H3	['NRIP1']
NR1H4	"['SUMO1', 'NCOA2', 'RXRA']"
NR2C1	"['SUMO1', 'UBE2I']"
NR3C1	"['SUMO1', 'NR3C1', 'EPAS1', 'UBE2I']"
NR4A2	"['SUMO2', 'UBE2I', 'SUMO3']"
NR5A1	['SUMO1']
NR5A2	"['HIST1H3F', 'H3F3B', 'HIST2H3D', 'HIST2H4A', 'ZNF217', 'ESR1', 'SUMO1', 'UBE2I']"
NRAS	"['SPRED1', 'PRKCZ', 'PDPK1', 'MAP2K2', 'MAP2K1', 'MAPK1', 'MAPK3', 'RASA1', 'RALGDS', 'KSR1', 'MARK3', 'BRAF', 'YWHAB', 'BRAP', 'PIK3CA', 'PIK3CB', 'PIK3R2', 'PIK3R1', 'RAF1']"
NRCAM	"['SPTAN1', 'ACTB', 'SPTA1', 'ACTG1', 'SCN1B', 'KCNQ2', 'SCN5A', 'KCNQ3', 'NRP2']"
NRF1	['PPARGC1B']
NRG1	"['ERBB2', 'EGF', 'EGFR', 'NRG2', 'NRG1', 'ERBB3', 'HBEGF', 'BTC', 'EREG', 'ERBB4', 'SOS1', 'GRB2', 'RNF41', 'SHC1', 'MATK', 'MEMO1', 'DIAPH1', 'RHOA', 'PTK6', 'HSP90AA1', 'CDC37', 'ERBIN', 'HRAS', 'NRAS', 'KRAS']"
NRG2	"['ERBB2', 'ERBB3', 'RNF41', 'ERBB4', 'GABRB1', 'GABRG2', 'GABRA1', 'GABRB2', 'GABRG3', 'GABRQ', 'GABRB3', 'NRG2', 'SOS1', 'GRB2', 'SHC1', 'MATK', 'MEMO1', 'RHOA', 'DIAPH1', 'PTK6', 'HSP90AA1', 'ERBIN', 'CDC37', 'NRAS', 'HRAS', 'KRAS']"
NRG4	"['ERBB2', 'EGF', 'EGFR', 'NRG1', 'ERBB3', 'NRG2', 'NRG4', 'ERBB4', 'EREG', 'BTC', 'HBEGF', 'GRB2', 'SOS1', 'SHC1', 'MATK', 'MEMO1', 'DIAPH1', 'RHOA', 'PTK6', 'HRAS', 'NRAS', 'KRAS']"
NRIP1	"['NR1H3', 'RXRB', 'EP300', 'RORA', 'PPARGC1A', 'SUMO1', 'UBE2I']"
NRP1	"['L1CAM', 'NRP1', 'PLXNA1', 'PLXNA3', 'PLXNA4', 'PLXNA2', 'FYN', 'CDK5', 'CDK5R1', 'ROBO1', 'SEMA3A', 'PAK2', 'PAK1', 'PAK3', 'RAC1', 'FES']"
NRP2	"['NRP2', 'FLT1']"
NRTN	"['ARTN', 'NRTN', 'PSPN', 'GDNF', 'GFRA4', 'GFRA3', 'GAB1', 'GAB2', 'PTPN11', 'PIK3CD', 'PIK3CA', 'PIK3CB', 'PIK3R1', 'FRS2', 'GRB2', 'SOS1', 'RAP1GAP', 'SRC']"
NSD2	"['TP53BP1', 'PAXIP1', 'CHEK2', 'NBN', 'MDC1', 'SUMO2', 'KAT5', 'H2AFX', 'RAD50', 'ATM', 'MRE11', 'HIST3H3', 'HIST2H4A', 'UBE2V2', 'HERC2', 'SUMO1', 'PIAS4', 'RNF168', 'RNF8', 'UBE2N', 'UBE2I', 'RIF1']"
NSF	"['NSF', 'BNIP1', 'USE1', 'STX18', 'YKT6', 'BET1L', 'GOSR1', 'STX5', 'GOSR2', 'BET1', 'SCFD1', 'SEC22B']"
NSL1	"['SPC24', 'NUF2', 'NDC80', 'SPC25', 'KNL1', 'PMF1', 'MIS12']"
NSMAF	"['TNF', 'TNFRSF1A', 'RACK1', 'SMPD3', 'SMPD2']"
NSUN4	['MTERF4']
NT5C	['NT5C']
NT5C1A	['NT5C1A']
NT5C2	['NT5C2']
NT5E	['NT5E']
NT5M	['NT5M']
NTF3	"['NTF3', 'NTRK3', 'P15209', 'Q03351', 'P24786', 'SRC', 'PLCG1', 'GRB2', 'SOS1', 'Q63604', 'P42337', 'P26450', 'P10686', 'Q62077', 'P98083']"
NTF4	"['GAB1', 'GRB2', 'PLCG1', 'SOS1', 'PTPN11', 'Q63604', 'P26450', 'P42337', 'Q8C180', 'Q62077', 'NTF4', 'NTRK2', 'P15209']"
NTN1	"['DCC', 'PTPN11', 'PITPNA', 'SIAH1', 'SIAH2', 'NEO1', 'UNC5B', 'UNC5C', 'UNC5A', 'UNC5D', 'PTK2', 'NCK1', 'DOCK1', 'TRIO', 'CDC42', 'RAC1', 'ABLIM1', 'ABLIM2', 'ABLIM3', 'ROBO3', 'WASL']"
NTN3	['NEO1']
NTN4	"['DCC', 'UNC5A']"
NTRK1	"['NTRK1', 'BRAF', 'PLCG1', 'FRS2', 'RAPGEF1', 'ADORA2A', 'RAP1A', 'STAT3']"
NTRK2	"['ADORA2A', 'GRB2', 'GAB1', 'PLCG1', 'SOS1', 'PTPN11', 'BDNF', 'NTRK2', 'TIAM1', 'CDK5R1', 'CDK5', 'FYN', 'DOCK3', 'GRIN2B', 'NTF3', 'NTF4']"
NTRK3	"['NTRK3', 'SRC', 'PLCG1', 'GRB2', 'SOS1', 'NELFB']"
NTS	"['NTSR2', 'NTSR1']"
NUAK1	"['STK11', 'TP53']"
NUB1	"['UBD', 'NEDD8']"
NUBP1	['NUBP1']
NUBP2	"['NUBP2', 'NUBP1']"
NUDT16	['NUDT16']
NUDT21	"['CLP1', 'PCF11']"
NUDT5	['NUDT5']
NUMA1	['NUMA1']
NUMB	"['DPYSL2', 'L1CAM', 'ITCH', 'NOTCH1']"
NUP155	"['NUP62', 'NUP58', 'NUP54', 'NUP35', 'NUP205', 'NUP155', 'NDC1', 'AHCTF1', 'NUP188', 'POM121']"
NUP188	"['NUP58', 'NUP62', 'NUP54', 'AHCTF1', 'NUP188', 'POM121', 'NDC1']"
NUP205	"['NUP58', 'NUP54', 'NUP62', 'NUP35', 'NUP93', 'NUP155', 'NUP188', 'AHCTF1', 'NDC1', 'NUP205', 'POM121']"
NUP35	"['NUP58', 'NUP54', 'NUP62', 'NUP155', 'NUP93', 'NUP205', 'POM121', 'NUP188', 'NUP35', 'AHCTF1', 'NDC1']"
NUP54	"['NUP62', 'NUP58', 'NUP54']"
NUP58	"['NUP62', 'NUP58']"
NUP62	['NUP62']
NUP93	"['NUP58', 'NUP62', 'NUP54', 'NUP155', 'NUP35', 'NUP205', 'POM121', 'NUP93', 'NDC1', 'AHCTF1', 'NUP188']"
NUS1	['DHDDS']
NXF1	"['ALYREF', 'SLBP', 'NCBP2', 'NCBP1', 'EIF4E']"
NXT1	"['NXF1', 'NXF2B']"
O08665	"['P97333', 'LIMK1', 'P18760']"
O08785	['HIST2H4A']
O15181	"['CD81', 'IFITM1', 'CD19', 'C3']"
O35253	"['NEDD4L', 'SMURF1', 'XPO1', 'TGFB1', 'TGFBR2', 'TGFBR1', 'Q9WUP7', 'PPP1R15A', 'PPP1CC', 'ZFYVE9']"
O35254	"['RAB1A', 'P41542', 'PLK1']"
O44924	"['CLASP2', 'CLASP1']"
O50393	['CTSG']
O53361	['RAB7A']
O53692	['HGS']
O55005	"['SRGAP3', 'SRGAP2', 'SRGAP1']"
O69623	['RNF213']
O88521	"['L1CAM', 'EZR']"
O88831	"['CALM3', 'CAMK4']"
OAS1	['OAS1']
OAS2	['OAS2']
OASL	['DDX58']
OAT	['OAT']
OAZ1	['AZIN1']
OAZ2	['AZIN1']
OAZ3	['AZIN1']
OBSL1	"['CUL9', 'RBX1', 'NEDD8']"
OCRL	['DNM2']
ODAM	['ODAM']
ODC1	"['OAZ1', 'AZIN1', 'OAZ3', 'OAZ2']"
OGDH	"['OGDH', 'GCSH']"
OGT	"['HCFC1', 'BAP1']"
OIP5	"['MIS18BP1', 'MIS18A']"
OLAH	['FASN']
OLR1	['OLR1']
OMA1	['OPA1']
OMG	['ARHGDIA']
OPLAH	['OPLAH']
OPN1LW	"['GNAT2', 'GNAT1', 'GNG2', 'GNB1', 'OPN1SW', 'OPN1LW', 'RHO', 'OPN1MW']"
OPN1MW	"['GNAT2', 'GNAT1', 'GNG2', 'GNB1', 'OPN1LW', 'RHO', 'OPN1MW', 'OPN1SW']"
OPN1SW	"['GNG2', 'GNAT1', 'GNB1', 'GNAT2', 'OPN1SW', 'OPN1MW', 'RHO', 'OPN1LW']"
OPRM1	"['POMC', 'PDYN']"
OPTN	"['RAB8A', 'RAB8B', 'TBC1D17']"
ORAI1	"['ORAI1', 'STIM1']"
ORAI2	['ORAI2']
ORC1	"['ORC3', 'ORC5', 'ORC2', 'ORC4', 'ORC6']"
ORC2	"['MCM8', 'ORC3', 'ORC4', 'ORC6']"
ORC3	"['ORC4', 'ORC6']"
ORC4	['ORC6']
ORC5	"['ORC4', 'ORC3', 'ORC2', 'ORC6']"
OS9	"['DERL2', 'SYVN1', 'SEL1L', 'VCP', 'SHH']"
OSBPL1A	['OSBPL1A']
OSCAR	['SFTPD']
OSGEP	['OSGEP']
OSMR	"['OSM', 'JAK1']"
OSTM1	['CLCN7']
OTC	['OTC']
OTUB1	"['RNF128', 'USP8']"
OTUD3	['PTEN']
OTUD5	"['RNF135', 'DDX58', 'IFIH1', 'TRAF3', 'TRIM25', 'MAVS']"
OTULIN	"['UBB', 'UBC']"
OXCT1	['OXCT1']
OXCT2	['OXCT2']
OXTR	['OXT']
P00522	"['CLASP2', 'CLASP1']"
P00588	"['CD9', 'HBEGF', 'EEF2']"
P02454	['P18828']
P02459	"['ITGA1', 'ITGB1', 'ITGA11', 'ITGA2']"
P02466	['P18828']
P03428	"['XPO1', 'P03466', 'P03485', 'P03508', 'P03433', 'P03431', 'P03428']"
P03431	"['XPO1', 'P03466', 'P03485', 'P03508', 'P03433', 'P03431', 'P03428']"
P03433	"['XPO1', 'P03466', 'P03485', 'P03508', 'P03433', 'P03428', 'P03431']"
P03452	"['CD247', 'FCGR1A', 'NCR1', 'P06821', 'P03468', 'P03466', 'P03452']"
P03466	"['XPO1', 'P03485', 'P03508', 'P03431', 'P03433', 'P03428', 'P03466', 'P06821']"
P03468	"['P03468', 'P03452', 'TGFB1', 'P03466', 'P06821']"
P03485	"['XPO1', 'P03485', 'P03508']"
P03496	"['CPSF4', 'ISG15', 'EIF2AK2', 'KPNB1', 'PABPN1', 'ARIH1', 'UBE2L6', 'HERC5']"
P03508	"['XPO1', 'P03508']"
P04578	"['CD4', 'P04578']"
P04585	"['P04585', 'XRCC5', 'XRCC6', 'XRCC4', 'LIG4']"
P04601	"['AP2M1', 'CD28', 'AP2A1', 'ATP6V1H', 'AP2S1', 'AP2A2', 'AP2B1', 'CD8B', 'RAC1', 'ELMO1', 'LCK', 'PAK2', 'HLA-A', 'B2M', 'AP1G1', 'AP1S1', 'AP1S3', 'AP1M2', 'AP1M1', 'AP1S2', 'AP1B1', 'PACS1']"
P04608	"['CDK9', 'CCNT1', 'NELFB', 'SUPT4H1', 'SUPT5H', 'NCBP1', 'CTDP1', 'NELFA', 'NCBP2', 'NELFCD', 'NELFE']"
P04618	"['KPNB1', 'XPO1', 'NPM1', 'RAN', 'P04618']"
P04853	"['CD247', 'NCR1', 'FCGR1A']"
P04949	"['IRAK1', 'IRAK2', 'MYD88', 'TLR5', 'TRAF6', 'IRAK4']"
P04958	['VAMP2']
P05132	"['GLI1', 'Q9Z0P7']"
P05919	"['CD4', 'BTRC', 'SKP1']"
P06494	"['GRB2', 'Q62245', 'P08556', 'Q61411', 'P32883']"
P06725	"['NCR3', 'FCGR1A', 'CD247']"
P06821	"['P06821', 'P03452', 'P03468']"
P06876	"['TP53', 'SIN3A']"
P07228	['AGRN']
P07385	['CASP8']
P08154	['NAB2']
P09616	"['APP', 'HSP90AB1', 'P09616', 'SUGT1', 'NLRP3', 'PYCARD', 'CASP1']"
P0C6U8	"['P0C6U8', 'P0C6X7']"
P0C6X7	"['DDX5', 'RB1', 'VHL', 'P0C6U8', 'P0C6X7']"
P0DJM0	"['CTNNB1', 'CDH1', 'CTNND1', 'CBLL1']"
P0DPD6	['EDN1']
P0DPI0	"['SV2C', 'SV2B', 'SV2A', 'SNAP25']"
P0DQD2	"['P0DQD2', 'MET', 'CBL', 'GRB2', 'EPS15', 'STAM2', 'STAM', 'HGS']"
P0DQD3	"['P0DQD3', 'P0DQD2', 'MET', 'GRB2', 'CBL', 'STAM', 'STAM2', 'HGS', 'EPS15']"
P10844	"['SYT2', 'SYT1', 'VAMP2']"
P12105	['P18828']
P13423	"['P15917', 'P40136', 'P13423', 'ANTXR2']"
P13595	"['SPTA1', 'SPTAN1', 'Q99M80']"
P15059	['CASP8']
P15087	['INS']
P15209	"['NTF4', 'BDNF', 'P15209']"
P15541	['AGT']
P15917	"['P13423', 'P15917', 'ANTXR1', 'MAP2K1', 'MAP2K2', 'MAP2K3', 'MAP2K4', 'MAP2K6', 'MAP2K7', 'P40136']"
P16310	"['SOCS2', 'SOCS1', 'SOCS3', 'CISH']"
P18640	"['SNAP25', 'STX1B', 'STX1A']"
P18760	"['LIMK1', 'P97333', 'PLXNA1', 'O08665']"
P19214	"['GYPA', 'GYPB', 'GYPC']"
P19321	"['SV2C', 'SV2A', 'SV2B', 'VAMP1', 'VAMP2']"
P21708	['AGER']
P21783	"['SNW1', 'EP300', 'KAT2B', 'MAML1', 'MAML3', 'MAML2']"
P21803	"['FGFR2', 'FGF2', 'FGF1']"
P23097	['HSPG2']
P24014	"['CLASP2', 'CLASP1']"
P24786	['P24786']
P26008	['AGRN']
P26623	"['IRAK2', 'IRAK1', 'MYD88', 'BTK', 'TIRAP', 'CD14', 'TLR2', 'TLR6', 'TRAF6', 'IRAK4']"
P27040	['P27040']
P28818	['HRAS']
P28840	['INS']
P28841	['INS']
P2RX4	['P2RX4']
P2RX7	"['P2RX4', 'P2RX7', 'PANX1']"
P2RY1	"['GNA14', 'GNB1', 'GNAQ', 'GNA11', 'GNG2', 'GNA15', 'P62874', 'P21279', 'P63213']"
P30690	"['IRAK1', 'IRAK2', 'MYD88', 'BTK', 'TIRAP', 'TLR2', 'TLR1', 'TRAF6', 'IRAK4']"
P30996	"['SV2A', 'SV2C', 'SV2B', 'VAMP1', 'VAMP2']"
P31695	"['MAML2', 'MAML3', 'MAML1', 'RBPJ']"
P38874	['HIST2H4A']
P39688	"['SPTAN1', 'SPTA1', 'Q99M80', 'Q90607', 'P39688', 'P13595']"
P3H1	['PPIB']
P40136	"['P15917', 'ANTXR1', 'P40136', 'P13423']"
P41542	['RAB1A']
P41785	"['NLRC4', 'CASP1']"
P41797	['HTN3']
P42706	['MPL']
P42935	['HIST2H4A']
P43021	"['P51865', 'P27040', 'ACVR1B', 'P43021']"
P45481	['Q9R1E0']
P46587	['HTN3']
P49615	"['PLXNA2', 'P97333', 'P39688', 'Q90607', 'FOXO3']"
P49769	['CDH1']
P4HA1	"['P4HA3', 'P4HA2', 'P4HB', 'P4HA1', 'COL10A1', 'COL3A1', 'COL1A2', 'COL1A1']"
P4HA2	"['P4HA3', 'P4HA2', 'P4HB', 'COL1A2', 'COL3A1', 'COL1A1', 'COL10A1']"
P4HA3	"['P4HB', 'P4HA3', 'COL1A1', 'COL1A2', 'COL10A1', 'COL3A1']"
P4HB	"['MTTP', 'SHH', 'P4HB', 'IL12B', 'COL3A1', 'COL10A1', 'COL1A2', 'COL1A1']"
P51865	"['P51865', 'ACVR1B', 'P27040']"
P52332	['IL6ST']
P54645	['MAPT']
P57716	['CDH1']
P59594	"['ACE2', 'P59635', 'P59594']"
P59595	"['ACE2', 'P59635', 'P59595', 'P59594']"
P59596	"['ACE2', 'P59635', 'P59637', 'P59595', 'P59596', 'P59594']"
P59632	"['ACE2', 'P59595', 'P59596', 'P59635', 'P59637', 'P59594', 'P59632']"
P59635	['ACE2']
P59637	"['ACE2', 'P59635', 'P59595', 'P59637', 'P59594']"
P61809	['FOXO3']
P62806	"['KMT2A', 'RUNX1', 'Q08024']"
P63086	"['AGER', 'ERF']"
P63101	['NOTCH4']
P68181	"['GLI1', 'Q9Z0P7']"
P68433	"['KMT2A', 'Q08024', 'RUNX1']"
P69723	"['ELOB', 'RBX1', 'CUL5', 'ELOC']"
P69726	"['SLC25A4', 'SLC25A5', 'SLC25A6']"
P80385	['MAPT']
P80386	['MAPT']
P84228	"['RUNX1', 'KMT2A', 'Q08024']"
P84244	"['RUNX1', 'KMT2A', 'Q08024']"
P97260	"['SREBF2', 'SREBF1', 'INSIG2', 'INSIG1']"
P97299	['P27467']
P97333	"['P39688', 'Q90607', 'LIMK1', 'P18760']"
P97471	['FOXO1']
P97677	['NOTCH1']
P98083	"['BDNF', 'P15209', 'NTF4', 'GRB2', 'Q62245', 'NRG1', 'ERBB3', 'NRG2', 'ERBB2', 'P32883', 'P08556', 'Q61411']"
P9WFK7	['DUSP16']
P9WG35	['P9WG35']
P9WG67	"['P9WQB7', 'P9WG35']"
P9WHH1	['P9WG67']
P9WHH9	"['CORO1A', 'P9WIS7']"
P9WI47	"['KPNA1', 'KPNB1']"
P9WIA1	"['TRIM27', 'GSK3A', 'VPS33B']"
P9WIS7	['P9WQB5']
P9WJH7	"['RAB7A', 'RAB5A']"
P9WNK3	"['HGS', 'O53692']"
P9WNK7	"['ENO1', 'PGK1']"
P9WQB7	"['P9WQB7', 'P9WQB5']"
PACS1	"['B2M', 'AP1G1', 'HLA-A', 'AP1M1', 'AP1M2', 'AP1B1', 'AP1S3', 'AP1S2', 'AP1S1', 'P04601']"
PACSIN1	['PACSIN1']
PACSIN2	['PACSIN2']
PACSIN3	['PACSIN3']
PAFAH1B1	"['PAFAH1B1', 'GALNT2', 'GALNT1', 'RAB6A', 'BICD1']"
PAFAH1B2	"['PAFAH1B3', 'PAFAH1B1']"
PAFAH1B3	['PAFAH1B1']
PAH	['PAH']
PAICS	['PAICS']
PAK1	"['VAV1', 'VAV3', 'VAV2', 'RAC1', 'EFNB1', 'EFNB2', 'FYN', 'NCK2', 'EFNB3', 'SRC', 'GIT1', 'ARHGEF7', 'GNG2', 'GNB1', 'CDC42', 'PAK1', 'FLNA', 'MAPK8', 'FES', 'SEMA3A', 'PLXNA3', 'PLXNA2', 'PLXNA1', 'PLXNA4', 'NRP1', 'CTTN', 'RAF1', 'HRAS', 'KRAS', 'NRAS', 'LIMK1', 'PPP1R12B', 'PPP1R12A', 'PPP1CB', 'MAPK4', 'MAPK6', 'PAK2', 'PAK3', 'CTNNA1', 'CDH5', 'CTNND1', 'JUP', 'MYL12A']"
PAK2	"['VAV1', 'RAC1', 'VAV2', 'VAV3', 'CDC42', 'PAK2', 'FYN', 'KDR', 'VEGFA', 'NCK1', 'NCK2', 'PLXNA3', 'PLXNA2', 'FES', 'NRP1', 'PLXNA4', 'PLXNA1', 'SEMA3A', 'P04601', 'CTTN', 'HRAS', 'NRAS', 'KRAS', 'RAF1', 'MYLK', 'MAPK4', 'MAPK6', 'PAK1', 'PAK3', 'CDH5', 'CTNND1', 'JUP', 'CTNNA1', 'MYL12A', 'MYH11', 'MYH14', 'MYH9', 'MYL6', 'MYL9', 'MYH10', 'LIMK1']"
PAK3	"['VAV1', 'VAV3', 'VAV2', 'RAC1', 'NCK2', 'ARHGEF7', 'GIT1', 'EFNB3', 'SRC', 'FYN', 'EFNB1', 'EFNB2', 'CDC42', 'PAK3', 'PLXNA4', 'SEMA3A', 'NRP1', 'FES', 'PLXNA2', 'PLXNA1', 'PLXNA3', 'CTTN', 'KRAS', 'HRAS', 'NRAS', 'RAF1', 'MAPK4', 'MAPK6', 'PAK2', 'PAK1', 'CTNND1', 'CDH5', 'CTNNA1', 'JUP', 'MYL12A', 'LIMK1']"
PALB2	"['BRCA2', 'RAD51']"
PAN3	['PAN2']
PANX1	"['PANX1', 'PANX2']"
PANX2	['PANX2']
PAPD7	['PAPD7']
PAPPA	"['IGF2', 'IGF1', 'IGFBP4', 'IGFBP5', 'IGFALS']"
PAPPA2	"['IGF2', 'IGFBP4', 'IGF1', 'IGFALS', 'IGFBP5']"
PAPSS1	['PAPSS1']
PAQR3	"['RAF1', 'ARAF', 'BRAF']"
PARD3	"['PARD6A', 'PRKCI', 'PARD6G', 'PARD6B']"
PARD6A	"['DVL2', 'SMURF1', 'SMURF2', 'PRKCI', 'PARD3']"
PARD6B	"['PRKCI', 'PARD3']"
PARD6G	"['PARD3', 'PRKCI']"
PARG	['PARP1']
PARK7	"['PARK7', 'PLIN3', 'VIM', 'RNASE1', 'PLIN2', 'HDAC6', 'LAMP2', 'HBB', 'HSPA8', 'GFAP', 'UBE2N', 'UBE2V1', 'PRKN', 'SUMO1', 'UBE2I']"
PARL	"['YME1L1', 'STOML2']"
PARN	"['DCP2', 'PARN']"
PARP1	"['SUMO1', 'RBBP8', 'NBN', 'RAD50', 'MRE11', 'P03466', 'PARP1', 'POLB', 'RBX1', 'RAD23B', 'CUL4A', 'CUL4B', 'CETN2', 'DDB1', 'XPC', 'DDB2', 'CHD1L', 'SMAD3', 'SMAD2', 'SMAD4', 'APEX1', 'UBE2I', 'SUMO2', 'SUMO3']"
PARP10	['P59595']
PARP16	['P59595']
PARP9	['P59595']
PARVA	"['PXN', 'TESK1']"
PATJ	"['CRB3', 'MPP5']"
PBX1	"['HOXB1', 'PKNOX1', 'MEIS1']"
PC	['PC']
PCBD1	['PCBD1']
PCBP2	"['MAVS', 'RNF135', 'DDX58', 'TRIM25', 'IFIH1', 'ITCH']"
PCCA	"['PCCA', 'PCCB']"
PCCB	"['PCCB', 'PCCA']"
PCF11	['CLP1']
PCGF2	"['PHC3', 'PHC1', 'RING1']"
PCGF6	"['TFDP1', 'MAX', 'MGA', 'E2F6', 'EHMT1', 'EHMT2', 'CBX3']"
PCNA	"['RPA3', 'RPA2', 'RPA1', 'FEN1', 'UBE2B', 'RAD18', 'PCNA', 'ISG15', 'PMS2', 'MLH1', 'POLK', 'SPRTN', 'POLD3', 'POLD2', 'POLD4', 'POLD1', 'POLH', 'REV3L', 'MAD2L2', 'CUL4B', 'CUL4A', 'RBX1', 'DTL', 'DDB1', 'POLA2', 'PRIM1', 'PRIM2', 'POLA1', 'SHPRH', 'SUMO1', 'UBE2L6', 'TRIM25', 'MSH3', 'MSH2', 'POLB', 'APEX1', 'UBE2I', 'UBA7']"
PCNT	"['PARK7', 'PLIN3', 'IFT88', 'ARL13B', 'PCNT', 'HDAC6', 'RNASE1', 'VIM', 'PLIN2', 'CETN1', 'LAMP2', 'HBB', 'HSPA8', 'GFAP', 'UBE2N', 'PRKN', 'UBE2V1']"
PCOLCE	['TLL2']
PCSK1	"['POMC', 'INS', 'GHRL', 'GIP']"
PCSK2	['INS']
PCSK5	"['GPIHBP1', 'LPL', 'NGF']"
PCSK6	"['NODAL', 'FLG', 'LPL', 'GPIHBP1', 'NGF']"
PCSK9	"['LDLR', 'VLDLR']"
PCYT1A	['PCYT1A']
PCYT1B	['PCYT1B']
PCYT2	['PCYT2']
PDCD1	"['CSK', 'CD274', 'LCK', 'PDCD1LG2']"
PDCD1LG2	"['PDCD1', 'CSK', 'LCK']"
PDCL	"['GNB4', 'GNB3', 'GNB2', 'GNB1', 'GNG2']"
PDE1A	['PDE1A']
PDE1B	['PDE1B']
PDE1C	['PDE1C']
PDE6A	"['GNAT1', 'PDE6G', 'PDE6B']"
PDE6B	"['GNAT1', 'PDE6G']"
PDE6D	"['ARL13B', 'INPP5E', 'KRAS', 'CALM3']"
PDE6G	"['GNAT1', 'PDE6B', 'PDE6G']"
PDGFA	"['THBS1', 'THBS4', 'THBS2', 'PDGFA', 'SPP1', 'THBS3', 'PDGFB', 'PDGFRA', 'PDGFRB', 'CRK', 'CRKL', 'SOS1', 'GRB2', 'SRC', 'PLCG1', 'PTPN11', 'NCK2', 'NCK1']"
PDGFB	"['THBS1', 'PDGFA', 'THBS3', 'SPP1', 'PDGFB', 'THBS4', 'THBS2', 'PDGFRA', 'PDGFRB', 'CRKL', 'CRK', 'GRB2', 'SOS1', 'SRC', 'PLCG1', 'PTPN11', 'NCK2', 'NCK1']"
PDGFC	['PDGFC']
PDGFD	['PDGFD']
PDGFRA	"['PDGFRA', 'PDGFRB', 'PDGFB', 'PDGFA', 'CRK', 'CRKL', 'GRB2', 'SOS1', 'SRC', 'PLCG1', 'PTPN11', 'NCK2', 'NCK1']"
PDGFRB	"['PDGFRB', 'PDGFA', 'PDGFB', 'CRK', 'CRKL', 'SOS1', 'GRB2', 'SRC', 'PLCG1', 'PTPN11', 'NCK2', 'NCK1', 'PDGFRA']"
PDHA1	"['PDHA2', 'PDHA1', 'PDHB', 'DLD', 'DLAT', 'GCSH']"
PDHA2	"['PDHB', 'PDHA2', 'DLD', 'DLAT', 'GCSH']"
PDHB	"['PDHB', 'DLAT', 'DLD', 'GCSH']"
PDHX	"['DLD', 'PDHA2', 'PDHB', 'PDHA1', 'PDHX', 'DLAT', 'GCSH']"
PDIA3	"['B2M', 'CANX']"
PDK1	"['DLD', 'PDHX', 'PDHA2', 'PDHB', 'DLAT', 'PDHA1']"
PDK2	"['DLAT', 'PDHX', 'PDHB', 'PDHA2', 'DLD', 'PDHA1']"
PDK3	"['PDHA1', 'DLD', 'PDHX', 'PDHA2', 'PDHB', 'DLAT']"
PDK4	"['DLD', 'PDHX', 'PDHA1', 'PDHB', 'PDHA2', 'DLAT']"
PDP1	['PDPR']
PDP2	['PDPR']
PDPK1	"['BCL10', 'CARD11', 'MALT1', 'KRAS', 'NRAS', 'HRAS', 'AKT1', 'TAB2', 'MAP3K7', 'ITGB3', 'ITGA2B', 'PRKCB', 'PRKCZ', 'PRKCA', 'PRKCD', 'AKT2', 'RPS6KA2', 'RPS6KA1', 'RPS6KA3', 'P18654', 'SGK1', 'PRKCQ']"
PDPN	['SYK']
PDS5A	"['CDCA5', 'WAPL', 'PDS5A']"
PDS5B	"['WAPL', 'CDCA5', 'PDS5A', 'PDS5B']"
PDSS1	['PDSS1']
PDSS2	"['PDSS2', 'PDSS1']"
PDXK	['PDXK']
PDZD11	['ATOX1']
PEA15	"['MAPK3', 'MAPK1']"
PEBP1	"['RAF1', 'NRAS', 'YWHAB', 'BRAF', 'HRAS', 'KRAS']"
PECAM1	"['ITGB3', 'ITGAV', 'PTPN11', 'PECAM1', 'CD177']"
PECR	['PECR']
PELI1	"['IRAK4', 'IRAK1', 'TRAF6', 'PELI1']"
PELI2	"['IRAK4', 'IRAK1', 'TRAF6', 'PELI3', 'PELI2', 'PELI1']"
PELI3	"['IRAK4', 'IRAK1', 'PELI3', 'PELI1']"
PELP1	"['NR3C1', 'EPAS1']"
PER1	"['ARNTL', 'CLOCK', 'NPAS2', 'CRY2', 'CRY1']"
PER2	"['ARNTL', 'CLOCK', 'NPAS2', 'CRY1', 'CRY2']"
PEX1	"['PEX6', 'PEX1', 'PEX26']"
PEX10	"['PEX12', 'UBE2D3', 'UBE2D2', 'UBE2D1', 'PEX1', 'PEX26', 'PEX6', 'ZFAND6', 'PEX5']"
PEX12	"['UBE2D3', 'UBE2D1', 'UBE2D2', 'PEX1', 'PEX6', 'ZFAND6', 'PEX26', 'PEX5']"
PEX13	"['PEX12', 'PEX10', 'PEX2', 'UBE2D2', 'UBE2D3', 'UBE2D1', 'PEX5', 'PEX6', 'ZFAND6', 'PEX26', 'PEX1']"
PEX14	"['PEX13', 'PEX10', 'PEX2', 'PEX12', 'UBE2D1', 'UBE2D2', 'UBE2D3', 'PEX5', 'PEX1', 'PEX6', 'PEX26', 'ZFAND6']"
PEX16	"['PEX19', 'PEX3']"
PEX19	['PEX16']
PEX2	"['PEX10', 'PEX12', 'UBE2D1', 'UBE2D2', 'UBE2D3', 'PEX6', 'PEX26', 'ZFAND6', 'PEX1', 'PEX5']"
PEX3	"['PEX19', 'ABCD3', 'ABCD1', 'ABCD2']"
