	Train_Accuracy	Test_Accuracy	AUC
0	-1	-1	0.9710743801652892
1	-1	-1	0.9862258953168044
2	-1	-1	0.9586776859504131
3	-1	-1	0.9683195592286501
4	-1	-1	0.9752066115702478
5	-1	-1	1.0
6	-1	-1	0.9624819624819624
7	-1	-1	1.0
8	-1	-1	0.9285714285714286
9	-1	-1	0.9970238095238095
10	-1	-1	0.9917355371900827
11	-1	-1	0.9283746556473829
12	-1	-1	0.9641873278236914
13	-1	-1	0.9738292011019284
14	-1	-1	0.9462809917355373
15	-1	-1	0.976911976911977
16	-1	-1	0.9494949494949494
17	-1	-1	0.9732142857142857
18	-1	-1	0.9791666666666666
19	-1	-1	0.9657738095238095
20	-1	-1	1.0
21	-1	-1	0.9793388429752067
22	-1	-1	0.9917355371900827
23	-1	-1	0.9917355371900827
24	-1	-1	0.9490358126721763
25	-1	-1	0.9682539682539683
26	-1	-1	0.9479166666666666
27	-1	-1	0.9434523809523809
28	-1	-1	0.9898989898989898
29	-1	-1	0.9553571428571428
30	-1	-1	0.9655647382920111
31	-1	-1	0.975206611570248
32	-1	-1	0.9517906336088153
33	-1	-1	0.9820936639118458
34	-1	-1	0.9683195592286502
35	-1	-1	0.9336219336219336
36	-1	-1	0.9985569985569985
37	-1	-1	0.9717261904761905
38	-1	-1	0.9806547619047619
39	-1	-1	0.9553571428571428
40	-1	-1	0.9724517906336088
41	-1	-1	0.921487603305785
42	-1	-1	0.987603305785124
43	-1	-1	0.9862258953168044
44	-1	-1	0.9944903581267218
45	-1	-1	0.9754689754689755
46	-1	-1	0.873015873015873
47	-1	-1	0.9523809523809523
48	-1	-1	0.9717261904761905
49	-1	-1	0.9776785714285714
50	-1	-1	0.9696969696969697
51	-1	-1	0.9490358126721763
52	-1	-1	0.9449035812672176
53	-1	-1	0.9752066115702479
54	-1	-1	0.9834710743801653
55	-1	-1	0.987012987012987
56	-1	-1	0.9866071428571428
57	-1	-1	0.9812409812409812
58	-1	-1	0.9449404761904762
59	-1	-1	0.9285714285714286
60	-1	-1	0.987603305785124
61	-1	-1	0.9738292011019284
62	-1	-1	0.9917355371900827
63	-1	-1	0.9862258953168044
64	-1	-1	0.9077134986225895
65	-1	-1	0.9956709956709957
66	-1	-1	0.974025974025974
67	-1	-1	0.9836309523809523
68	-1	-1	0.9761904761904762
69	-1	-1	0.9598214285714286
70	-1	-1	0.9614325068870524
71	-1	-1	0.9752066115702479
72	-1	-1	0.977961432506887
73	-1	-1	0.9573002754820936
74	-1	-1	0.9944903581267218
75	-1	-1	0.9942279942279942
76	-1	-1	0.9812409812409812
77	-1	-1	0.9330357142857143
78	-1	-1	0.9836309523809523
79	-1	-1	0.9657738095238095
80	-1	-1	0.9765840220385675
81	-1	-1	0.9876033057851239
82	-1	-1	0.9944903581267218
83	-1	-1	0.9462809917355373
84	-1	-1	0.9614325068870524
85	-1	-1	0.9642857142857143
86	-1	-1	0.9985569985569985
87	-1	-1	0.9122023809523809
88	-1	-1	0.9226190476190476
89	-1	-1	0.976911976911977
90	-1	-1	0.9724517906336088
91	-1	-1	0.9820936639118457
92	-1	-1	0.9517906336088154
93	-1	-1	0.9655647382920111
94	-1	-1	0.9917355371900826
95	-1	-1	0.9538690476190476
96	-1	-1	0.9639249639249639
97	-1	-1	0.9898989898989898
98	-1	-1	0.9851190476190477
99	-1	-1	0.9017857142857142
100	-1	-1	0.990358126721763
101	-1	-1	0.9628099173553719
102	-1	-1	0.9297520661157026
103	-1	-1	0.9696969696969696
104	-1	-1	0.9710743801652892
105	-1	-1	0.9910714285714286
106	-1	-1	0.9668109668109668
107	-1	-1	0.9927849927849928
108	-1	-1	0.9836309523809523
109	-1	-1	0.9851190476190477
110	-1	-1	0.9614325068870524
111	-1	-1	0.9917355371900827
112	-1	-1	0.9146005509641874
113	-1	-1	0.9848484848484849
114	-1	-1	0.9820936639118457
115	-1	-1	0.963924963924964
116	-1	-1	0.950937950937951
117	-1	-1	0.9806547619047619
118	-1	-1	0.9970238095238095
119	-1	-1	0.9702380952380952
120	-1	-1	0.9600550964187328
121	-1	-1	0.9297520661157025
122	-1	-1	0.9958677685950413
123	-1	-1	0.9476584022038568
124	-1	-1	0.9545454545454546
125	-1	-1	0.9913419913419913
126	-1	-1	0.9552669552669553
127	-1	-1	0.96875
128	-1	-1	0.9404761904761905
129	-1	-1	0.9434523809523809
130	-1	-1	0.9559228650137741
131	-1	-1	0.9793388429752067
132	-1	-1	0.9628099173553719
133	-1	-1	0.9504132231404959
134	-1	-1	0.9710743801652892
135	-1	-1	0.9769119769119768
136	-1	-1	0.9682539682539684
137	-1	-1	0.9895833333333333
138	-1	-1	0.9464285714285714
139	-1	-1	0.96875
140	-1	-1	0.9820936639118457
141	-1	-1	0.953168044077135
142	-1	-1	0.9944903581267218
143	-1	-1	0.9655647382920111
144	-1	-1	0.9586776859504132
145	-1	-1	0.963924963924964
146	-1	-1	0.9249639249639249
147	-1	-1	0.9553571428571428
148	-1	-1	0.9910714285714286
149	-1	-1	0.9672619047619048
150	-1	-1	0.9793388429752067
151	-1	-1	0.9517906336088153
152	-1	-1	0.997245179063361
153	-1	-1	0.9889807162534434
154	-1	-1	0.9765840220385675
155	-1	-1	0.9466089466089466
156	-1	-1	0.9567099567099566
157	-1	-1	0.9404761904761905
158	-1	-1	0.9866071428571429
159	-1	-1	0.9717261904761905
160	-1	-1	0.9917355371900827
161	-1	-1	0.9807162534435261
162	-1	-1	0.987603305785124
163	-1	-1	0.9931129476584022
164	-1	-1	0.9820936639118456
165	-1	-1	0.974025974025974
166	-1	-1	0.9278499278499278
167	-1	-1	0.9642857142857143
168	-1	-1	0.9583333333333333
169	-1	-1	0.9389880952380952
170	-1	-1	0.9545454545454545
171	-1	-1	0.9710743801652892
172	-1	-1	0.9504132231404958
173	-1	-1	0.931129476584022
174	-1	-1	0.9710743801652894
175	-1	-1	0.9639249639249639
176	-1	-1	0.9956709956709956
177	-1	-1	0.9806547619047619
178	-1	-1	0.9136904761904762
179	-1	-1	0.9702380952380952
180	-1	-1	0.9710743801652892
181	-1	-1	0.9848484848484849
182	-1	-1	0.9559228650137741
183	-1	-1	0.9669421487603306
184	-1	-1	0.9338842975206612
185	-1	-1	0.9653679653679653
186	-1	-1	0.9404761904761905
187	-1	-1	0.9725829725829725
188	-1	-1	0.9047619047619048
189	-1	-1	0.9717261904761905
190	-1	-1	0.9449035812672176
191	-1	-1	0.9614325068870524
192	-1	-1	0.9435261707988981
193	-1	-1	0.9889807162534435
194	-1	-1	0.9696969696969697
195	-1	-1	0.9668109668109668
196	-1	-1	0.9336219336219336
197	-1	-1	0.9642857142857143
198	-1	-1	0.9776785714285714
199	-1	-1	0.9627976190476191
200	-1	-1	0.9696969696969697
201	-1	-1	0.9986225895316805
202	-1	-1	0.9807162534435261
203	-1	-1	0.9793388429752066
204	-1	-1	0.9889807162534436
205	-1	-1	0.935064935064935
206	-1	-1	0.9196428571428571
207	-1	-1	0.9653679653679654
208	-1	-1	0.9642857142857143
209	-1	-1	1.0
210	-1	-1	0.9531680440771351
211	-1	-1	0.9889807162534435
212	-1	-1	0.977961432506887
213	-1	-1	0.9449035812672176
214	-1	-1	0.997245179063361
215	-1	-1	0.9624819624819624
216	-1	-1	0.9696969696969697
217	-1	-1	0.9583333333333334
218	-1	-1	0.9315476190476191
219	-1	-1	0.9702380952380952
220	-1	-1	0.9490358126721763
221	-1	-1	0.9462809917355371
222	-1	-1	0.9807162534435262
223	-1	-1	0.9765840220385675
224	-1	-1	0.9600550964187328
225	-1	-1	0.9393939393939394
226	-1	-1	0.9717261904761905
227	-1	-1	0.9567099567099567
228	-1	-1	0.9970238095238095
229	-1	-1	0.96875
230	-1	-1	0.9876033057851239
231	-1	-1	0.9876033057851239
232	-1	-1	0.9986225895316805
233	-1	-1	0.9586776859504131
234	-1	-1	0.9752066115702479
235	-1	-1	0.9624819624819625
236	-1	-1	0.9971139971139972
237	-1	-1	0.9434523809523809
238	-1	-1	0.9598214285714286
239	-1	-1	0.9940476190476191
240	-1	-1	0.9944903581267218
241	-1	-1	0.9820936639118458
242	-1	-1	0.9834710743801653
243	-1	-1	0.9917355371900827
244	-1	-1	0.9862258953168044
245	-1	-1	0.9408369408369408
246	-1	-1	0.9624819624819625
247	-1	-1	0.9910714285714286
248	-1	-1	0.9583333333333333
249	-1	-1	0.9330357142857143
250	-1	-1	0.9600550964187328
251	-1	-1	0.9848484848484849
252	-1	-1	0.9380165289256198
253	-1	-1	0.9889807162534435
254	-1	-1	0.9710743801652894
255	-1	-1	0.9523809523809523
256	-1	-1	0.9682539682539683
257	-1	-1	0.9806547619047619
258	-1	-1	0.9672619047619048
259	-1	-1	0.9300595238095237
260	-1	-1	1.0
261	-1	-1	0.9641873278236914
262	-1	-1	0.9683195592286501
263	-1	-1	0.997245179063361
264	-1	-1	0.9889807162534436
265	-1	-1	0.9523809523809523
266	-1	-1	1.0
267	-1	-1	0.9408369408369409
268	-1	-1	0.9970238095238095
269	-1	-1	0.9598214285714285
270	-1	-1	0.9683195592286502
271	-1	-1	0.9724517906336088
272	-1	-1	0.9752066115702479
273	-1	-1	0.9793388429752067
274	-1	-1	0.9848484848484849
275	-1	-1	0.9523809523809524
276	-1	-1	0.9595959595959596
277	-1	-1	0.9449404761904762
278	-1	-1	0.9985119047619048
279	-1	-1	0.9523809523809523
280	-1	-1	0.9889807162534435
281	-1	-1	0.987603305785124
282	-1	-1	0.9628099173553719
283	-1	-1	1.0
284	-1	-1	0.990358126721763
285	-1	-1	0.9927849927849928
286	-1	-1	0.9668109668109668
287	-1	-1	0.9836309523809523
288	-1	-1	0.9315476190476191
289	-1	-1	0.9181547619047619
290	-1	-1	0.9931129476584022
291	-1	-1	0.9724517906336088
292	-1	-1	0.9931129476584023
293	-1	-1	0.9600550964187328
294	-1	-1	0.9669421487603306
295	-1	-1	0.9639249639249639
296	-1	-1	0.9613095238095238
297	-1	-1	0.9682539682539683
298	-1	-1	0.9806547619047619
299	-1	-1	0.9925595238095238
300	-1	-1	0.9944903581267218
301	-1	-1	0.9683195592286501
302	-1	-1	0.9449035812672176
303	-1	-1	0.9820936639118456
304	-1	-1	0.987603305785124
305	-1	-1	0.9855699855699855
306	-1	-1	0.9761904761904762
307	-1	-1	0.9464285714285714
308	-1	-1	0.9479166666666666
309	-1	-1	0.9971139971139972
310	-1	-1	0.9297520661157025
311	-1	-1	0.943526170798898
312	-1	-1	0.9820936639118457
313	-1	-1	0.9724517906336088
314	-1	-1	0.9944903581267218
315	-1	-1	0.9855699855699855
316	-1	-1	0.9866071428571428
317	-1	-1	0.8988095238095238
318	-1	-1	0.9166666666666666
