	Train_Accuracy	Test_Accuracy	AUC
0	-1	-1	0.9751006036217305
1	-1	-1	0.9455482897384306
2	-1	-1	0.9786217303822937
3	-1	-1	0.9740945674044266
4	-1	-1	0.9658163265306122
5	-1	-1	0.9621173469387755
6	-1	-1	0.9617346938775511
7	-1	-1	0.9788931788931788
8	-1	-1	0.9516087516087516
9	-1	-1	0.9733590733590733
10	-1	-1	0.9722082494969819
11	-1	-1	0.9698189134808852
12	-1	-1	0.994515306122449
13	-1	-1	0.9842806841046278
14	-1	-1	0.9503269617706238
15	-1	-1	0.9404336734693877
16	-1	-1	0.9667953667953668
17	-1	-1	0.9846846846846847
18	-1	-1	0.9480051480051479
19	-1	-1	0.9721938775510204
20	-1	-1	0.9631539235412475
21	-1	-1	0.9846579476861167
22	-1	-1	0.9659205231388329
23	-1	-1	0.9849489795918367
24	-1	-1	0.9803822937625755
25	-1	-1	0.9573979591836734
26	-1	-1	0.9714285714285714
27	-1	-1	0.9714285714285715
28	-1	-1	0.9494897959183674
29	-1	-1	0.9835263835263836
30	-1	-1	0.9699446680080483
31	-1	-1	0.977867203219316
32	-1	-1	0.9561224489795919
33	-1	-1	0.9537223340040241
34	-1	-1	0.9503269617706238
35	-1	-1	0.9553571428571429
36	-1	-1	0.9700128700128701
37	-1	-1	0.9817245817245818
38	-1	-1	0.9621173469387756
39	-1	-1	0.9773487773487775
40	-1	-1	0.9576207243460764
41	-1	-1	0.9725855130784709
42	-1	-1	0.9712022132796782
43	-1	-1	0.9551056338028169
44	-1	-1	0.9661989795918368
45	-1	-1	0.9794642857142857
46	-1	-1	0.9701530612244899
47	-1	-1	0.9853281853281853
48	-1	-1	0.9622908622908622
49	-1	-1	0.9597168597168597
50	-1	-1	0.9494466800804827
51	-1	-1	0.9768611670020121
52	-1	-1	0.9610160965794768
53	-1	-1	0.971327967806841
54	-1	-1	0.96875
55	-1	-1	0.9623724489795918
56	-1	-1	0.9799744897959184
57	-1	-1	0.9835263835263836
58	-1	-1	0.9557271557271558
59	-1	-1	0.9528957528957529
60	-1	-1	0.9689386317907445
61	-1	-1	0.9456740442655936
62	-1	-1	0.9618963782696177
63	-1	-1	0.9846938775510204
64	-1	-1	0.9797535211267605
65	-1	-1	0.9854591836734694
66	-1	-1	0.9769132653061224
67	-1	-1	0.950965250965251
68	-1	-1	0.9711711711711711
69	-1	-1	0.9546975546975548
70	-1	-1	0.9509557344064385
71	-1	-1	0.9649144869215291
72	-1	-1	0.9817655935613683
73	-1	-1	0.965669014084507
